name1,name2,is_match
Manish Patel,Aditya Mishra,0
Manish Patel,Pooja Trivedi,0
Mannish Pathel,Manish Patel,1
Mannish Pathel,Mansh Patll,1
Mannish Pathel,Maanish Paatel,1
Mannish Pathel,Aeditya Kuamr,0
Mannish Pathel,Divya Shah,0
Mansh Patll,Manish Patel,1
Mansh Patll,Mannish Pathel,1
Mansh Patll,Maanish Paatel,1
Mansh Patll,Manish Joshi,0
Mansh Patll,Deepak Mishra,0
Maanish Paatel,Manish Patel,1
Maanish Paatel,Mannish Pathel,1
Maanish Paatel,Mansh Patll,1
Maanish Paatel,Ishhaan Vermma,0
Maanish Paatel,Aarab Agarval,0
Manish Gupta,Deepak Yadav,0
Manish Gupta,Yas Yadaw,0
Amit Agarwal,Amit Agaarwal,1
Amit Agarwal,Ammit Agarval,1
Amit Agarwal,Amibt Agaarwal,1
Amit Agarwal,Deepak Guptha,0
Amit Agarwal,Ameet Agaarwal,0
Amit Agaarwal,Amit Agarwal,1
Amit Agaarwal,Ammit Agarval,1
Amit Agaarwal,Amibt Agaarwal,1
Amit Agaarwal,Lakshmi Trivedi,0
Amit Agaarwal,Kabita Shah,0
Ammit Agarval,Amit Agarwal,1
Ammit Agarval,Amit Agaarwal,1
Ammit Agarval,Amibt Agaarwal,1
Ammit Agarval,Divyaa Joshee,0
Ammit Agarval,Ameet Shaarma,0
Amibt Agaarwal,Amit Agarwal,1
Amibt Agaarwal,Amit Agaarwal,1
Amibt Agaarwal,Ammit Agarval,1
Amibt Agaarwal,Kbavita Vermm,0
Amibt Agaarwal,Varun Agarval,0
Amit Verma,Ami Verma,1
Amit Verma,Amit Vermaa,1
Amit Verma,Puja Mishraa,0
Amit Verma,Annanya Joshhi,0
Ami Verma,Amit Verma,1
Ami Verma,Amit Vermaa,1
Ami Verma,Neha Choudhhary,0
Ami Verma,Rasi Yadak,0
Amit Vermaa,Amit Verma,1
Amit Vermaa,Ami Verma,1
Amit Vermaa,Adhitya Sinngh,0
Amit Vermaa,Pooja Joshi,0
Vikram Verma,Vikram Verma,1
Vikram Verma,Minish Jroshi,0
Vikram Verma,Deepaak Choudhaary,0
Vikram Verma,Vikram Verma,1
Vikram Verma,Deepak Agarval,0
Vikram Verma,Rawi Misra,0
Ananya Gupta,Annya Guupta,1
Ananya Gupta,Surexh Kuar,0
Ananya Gupta,Arjunn Trivedi,0
Annya Guupta,Ananya Gupta,1
Annya Guupta,Shreya Verma,0
Annya Guupta,Vikram Sinngh,0
Ishaan Kumar,Ishaan Koomar,1
Ishaan Kumar,Isgaan Kuemar,1
Ishaan Kumar,Rabi Sinngh,0
Ishaan Kumar,Ameet Sharma,0
Ishaan Koomar,Ishaan Kumar,1
Ishaan Koomar,Isgaan Kuemar,1
Ishaan Koomar,Ananya Joshi,0
Ishaan Koomar,Shreya Sharma,0
Isgaan Kuemar,Ishaan Kumar,1
Isgaan Kuemar,Ishaan Koomar,1
Isgaan Kuemar,Raiv Trievdi,0
Isgaan Kuemar,Arjun Choudhary,0
Ishaan Gupta,Neah Gupat,0
Ishaan Gupta,Adhitya Chauhann,0
Pooja Trivedi,Pooji Trviedi,1
Pooja Trivedi,Pooja Trivedi,1
Pooja Trivedi,Pooa Trivhdi,1
Pooja Trivedi,Kaveeta Mishraa,0
Pooja Trivedi,Kvita Yaduv,0
Pooji Trviedi,Pooja Trivedi,1
Pooji Trviedi,Pooja Trivedi,1
Pooji Trviedi,Pooa Trivhdi,1
Pooji Trviedi,Amix Choudqhary,0
Pooji Trviedi,Sajnay Singq,0
Pooja Trivedi,Pooja Trivedi,1
Pooja Trivedi,Pooji Trviedi,1
Pooja Trivedi,Pooa Trivhdi,1
Pooja Trivedi,Adhitya Mehtha,0
Pooja Trivedi,Vikram Kumar,0
Pooa Trivhdi,Pooja Trivedi,1
Pooa Trivhdi,Pooji Trviedi,1
Pooa Trivhdi,Pooja Trivedi,1
Pooa Trivhdi,Lakshhmi Kummar,0
Pooa Trivhdi,Yashh Verma,0
Sanjay Singh,Sanjay Singh,1
Sanjay Singh,Saanjay Seengh,1
Sanjay Singh,Manish Kumar,0
Sanjay Singh,Annanya Sharmma,0
Sanjay Singh,Sanjay Singh,1
Sanjay Singh,Saanjay Seengh,1
Sanjay Singh,Kvaita Agarwl,0
Sanjay Singh,Dibya Guptha,0
Saanjay Seengh,Sanjay Singh,1
Saanjay Seengh,Sanjay Singh,1
Saanjay Seengh,Deepak Guptha,0
Saanjay Seengh,Shreya Mishra,0
Kavita Joshi,Kavta Johi,1
Kavita Joshi,Kaavita Josi,1
Kavita Joshi,Ananya Agarwal,0
Kavita Joshi,Amit Kumar,0
Kavta Johi,Kavita Joshi,1
Kavta Johi,Kaavita Josi,1
Kavta Johi,Pooaj Jyoshi,0
Kavta Johi,Neha Singh,0
Kaavita Josi,Kavita Joshi,1
Kaavita Josi,Kavta Johi,1
Kaavita Josi,Deepak Trivedi,0
Kaavita Josi,Gaurav Kumar,0
Ananya Patel,Anaanya Paatel,1
Ananya Patel,Anannya Pamtel,1
Ananya Patel,Annanya Pathel,1
Ananya Patel,Varun Yadav,0
Ananya Patel,Manish Sharma,0
Anaanya Paatel,Ananya Patel,1
Anaanya Paatel,Anannya Pamtel,1
Anaanya Paatel,Annanya Pathel,1
Anaanya Paatel,Kavita Mishra,0
Anaanya Paatel,Adeetya Chaoohan,0
Anannya Pamtel,Ananya Patel,1
Anannya Pamtel,Anaanya Paatel,1
Anannya Pamtel,Annanya Pathel,1
Anannya Pamtel,Kawita Sharma,0
Anannya Pamtel,Gaurab Pathel,0
Annanya Pathel,Ananya Patel,1
Annanya Pathel,Anaanya Paatel,1
Annanya Pathel,Anannya Pamtel,1
Annanya Pathel,Adeetya Chooodhary,0
Annanya Pathel,Sooresh Shaah,0
Ananya Yadav,Kavita Verma,0
Ananya Yadav,Ishaan Agarwal,0
Pooja Singh,Pooaj Sngh,1
Pooja Singh,Pooja Sinngh,1
Pooja Singh,Pooja Sinngh,1
Pooja Singh,Vikram Yadav,0
Pooja Singh,Lakshmi Agarwal,0
Pooaj Sngh,Pooja Singh,1
Pooaj Sngh,Pooja Sinngh,1
Pooaj Sngh,Pooja Sinngh,1
Pooaj Sngh,Annanya Mehta,0
Pooaj Sngh,Rawi Yadaw,0
Pooja Sinngh,Pooja Singh,1
Pooja Sinngh,Pooaj Sngh,1
Pooja Sinngh,Pooja Sinngh,1
Pooja Sinngh,Shreya Choudhaary,0
Pooja Sinngh,Varun Yadav,0
Pooja Sinngh,Pooja Singh,1
Pooja Sinngh,Pooaj Sngh,1
Pooja Sinngh,Pooja Sinngh,1
Pooja Sinngh,Ameet Shaarma,0
Pooja Sinngh,Divya Choudhary,0
Sanjay Choudhary,Saanjay Chooodhary,1
Sanjay Choudhary,Sannjay Choudhhary,1
Sanjay Choudhary,Kabita Choudhhary,0
Sanjay Choudhary,Arjunn Guptha,0
Saanjay Chooodhary,Sanjay Choudhary,1
Saanjay Chooodhary,Sannjay Choudhhary,1
Saanjay Chooodhary,Ishaan Shah,0
Saanjay Chooodhary,Saanjay Paatel,0
Sannjay Choudhhary,Sanjay Choudhary,1
Sannjay Choudhhary,Saanjay Chooodhary,1
Sannjay Choudhhary,Kavita Choudhary,0
Sannjay Choudhhary,Pooja Kumar,0
Shreya Patel,Shreyaa Paatel,1
Shreya Patel,Shrey Patyel,1
Shreya Patel,Yash Kumar,0
Shreya Patel,Amit Chauhan,0
Shreyaa Paatel,Shreya Patel,1
Shreyaa Paatel,Shrey Patyel,1
Shreyaa Paatel,Krifhna Gupza,0
Shreyaa Paatel,Nehaa Agaarwal,0
Shrey Patyel,Shreya Patel,1
Shrey Patyel,Shreyaa Paatel,1
Shrey Patyel,Kaavita Sharma,0
Shrey Patyel,Anannya Pamtel,0
Krishna Patel,Yashh Kummar,0
Krishna Patel,Pooja Kumar,0
Yash Verma,Yaysh Vermc,1
Yash Verma,Yashh Verma,1
Yash Verma,Maanish Treevedi,0
Yash Verma,Yaash Kumaar,0
Yaysh Vermc,Yash Verma,1
Yaysh Vermc,Yashh Verma,1
Yaysh Vermc,Rabi Kummar,0
Yaysh Vermc,Veekram Yaadav,0
Yashh Verma,Yash Verma,1
Yashh Verma,Yaysh Vermc,1
Yashh Verma,Krishna Chauhan,0
Yashh Verma,Shreya Chauhan,0
Sanjay Sharma,Saanjay Shaarma,1
Sanjay Sharma,Lakshmi Gupta,0
Sanjay Sharma,Divya Mishra,0
Saanjay Shaarma,Sanjay Sharma,1
Saanjay Shaarma,Krishna Chauhan,0
Saanjay Shaarma,Krishna Mehta,0
Aarav Sharma,Divya Mehta,0
Aarav Sharma,Shreya Choudhaary,0
Neha Trivedi,Nehaa Treevedi,1
Neha Trivedi,Pooja Trivedi,0
Neha Trivedi,Krishna Choudhary,0
Nehaa Treevedi,Neha Trivedi,1
Nehaa Treevedi,Ammit Sharmma,0
Nehaa Treevedi,Divya Patel,0
Neha Mishra,Krishn Josh,0
Neha Mishra,Yash Shah,0
Varun Choudhary,Varunn Choudhhary,1
Varun Choudhary,Varun Choudhhary,1
Varun Choudhary,Varun Choudhaary,1
Varun Choudhary,Saanjay Chooodhary,0
Varun Choudhary,Iswhaan Veram,0
Varunn Choudhhary,Varun Choudhary,1
Varunn Choudhhary,Varun Choudhhary,1
Varunn Choudhhary,Varun Choudhaary,1
Varunn Choudhhary,Krishnna Chauhann,0
Varunn Choudhhary,Varun Mishra,0
Varun Choudhhary,Varun Choudhary,1
Varun Choudhhary,Varunn Choudhhary,1
Varun Choudhhary,Varun Choudhaary,1
Varun Choudhhary,Lakshhmi Pathel,0
Varun Choudhhary,Krishna Choudhary,0
Varun Choudhaary,Varun Choudhary,1
Varun Choudhaary,Varunn Choudhhary,1
Varun Choudhaary,Varun Choudhhary,1
Varun Choudhaary,Ishaan Shah,0
Varun Choudhaary,Aditya Joshi,0
Krishna Trivedi,Krishvna Trzvedi,1
Krishna Trivedi,Saanjay Paatel,0
Krishna Trivedi,Lakshmi Agarwal,0
Krishvna Trzvedi,Krishna Trivedi,1
Krishvna Trzvedi,Varun Chauhan,0
Krishvna Trzvedi,Kaveeta Chooodhary,0
Krishna Gupta,Arjoon Seengh,0
Krishna Gupta,Yaash Kumaar,0
Amit Verma,Ameet Vermaa,1
Amit Verma,Adhitya Sinngh,0
Amit Verma,Anaanya Shaarma,0
Ameet Vermaa,Amit Verma,1
Ameet Vermaa,Rawi Mehtaa,0
Ameet Vermaa,Deepak Mishra,0
Lakshmi Verma,Annanya Sharmma,0
Lakshmi Verma,Aditya Kumar,0
Kavita Gupta,Kaita Guptl,1
Kavita Gupta,Kaavita Guptaa,1
Kavita Gupta,Kabita Guptha,1
Kavita Gupta,Aarav Agaarwal,0
Kavita Gupta,Lakshhmi Agarval,0
Kaita Guptl,Kavita Gupta,1
Kaita Guptl,Kaavita Guptaa,1
Kaita Guptl,Kabita Guptha,1
Kaita Guptl,Lashmi Kumra,0
Kaita Guptl,Manis Treevedi,0
Kaavita Guptaa,Kavita Gupta,1
Kaavita Guptaa,Kaita Guptl,1
Kaavita Guptaa,Kabita Guptha,1
Kaavita Guptaa,Puja Kumaar,0
Kaavita Guptaa,Suresh Shah,0
Kabita Guptha,Kavita Gupta,1
Kabita Guptha,Kaita Guptl,1
Kabita Guptha,Kaavita Guptaa,1
Kabita Guptha,Amit Joshi,0
Kabita Guptha,Deepak Sharmma,0
Gaurav Chauhan,Gurav Chauhoan,1
Gaurav Chauhan,Varun Agarwal,0
Gaurav Chauhan,Gaurav Sharma,0
Gurav Chauhoan,Gaurav Chauhan,1
Gurav Chauhoan,Manish Yadav,0
Gurav Chauhoan,Dsvya Yadaq,0
Vikram Patel,Veekram Paatel,1
Vikram Patel,Vikram Pathel,1
Vikram Patel,Laakshmi Shaah,0
Vikram Patel,Arjunn Sharmma,0
Veekram Paatel,Vikram Patel,1
Veekram Paatel,Vikram Pathel,1
Veekram Paatel,Kreeshna Guptaa,0
Veekram Paatel,Dvya Gupa,0
Vikram Pathel,Vikram Patel,1
Vikram Pathel,Veekram Paatel,1
Vikram Pathel,Rahul Joshi,0
Vikram Pathel,Amit Kumar,0
Kavita Gupta,Kaveeta Goopta,1
Kavita Gupta,Ishlan Choudhiry,0
Kavita Gupta,Sanjay Sharma,0
Kaveeta Goopta,Kavita Gupta,1
Kaveeta Goopta,Anamnya Siengh,0
Kaveeta Goopta,Pooaj Sngh,0
Pooja Gupta,Poojaa Guptaa,1
Pooja Gupta,Pooja Guptha,1
Pooja Gupta,Deepak Verma,0
Pooja Gupta,Yashh Mehtha,0
Poojaa Guptaa,Pooja Gupta,1
Poojaa Guptaa,Pooja Guptha,1
Poojaa Guptaa,Diwya Kumaar,0
Poojaa Guptaa,Kavita Verma,0
Pooja Guptha,Pooja Gupta,1
Pooja Guptha,Poojaa Guptaa,1
Pooja Guptha,Raahul Paatel,0
Pooja Guptha,Manish Singh,0
Shreya Mehta,Shreya Mehtaa,1
Shreya Mehta,Vikam Trigvedi,0
Shreya Mehta,Vikraam Kumaar,0
Shreya Mehtaa,Shreya Mehta,1
Shreya Mehtaa,Alit Mehtba,0
Shreya Mehtaa,Annanya Sharma,0
Deepak Trivedi,Dehpak Tivedi,1
Deepak Trivedi,Deepaak Treevedi,1
Deepak Trivedi,Deepak Trivedhi,1
Deepak Trivedi,Aarab Trivedi,0
Deepak Trivedi,Saanjay Triwedi,0
Dehpak Tivedi,Deepak Trivedi,1
Dehpak Tivedi,Deepaak Treevedi,1
Dehpak Tivedi,Deepak Trivedhi,1
Dehpak Tivedi,Kavitw Yadv,0
Dehpak Tivedi,Amit Mehtaa,0
Deepaak Treevedi,Deepak Trivedi,1
Deepaak Treevedi,Dehpak Tivedi,1
Deepaak Treevedi,Deepak Trivedhi,1
Deepaak Treevedi,Mannish Guptha,0
Deepaak Treevedi,Sanjay Mishra,0
Deepak Trivedhi,Deepak Trivedi,1
Deepak Trivedhi,Dehpak Tivedi,1
Deepak Trivedhi,Deepaak Treevedi,1
Deepak Trivedhi,Varun Seengh,0
Deepak Trivedhi,Vikram Trivedi,0
Aarav Shah,Aaarav Shaah,1
Aarav Shah,Yashh Joshhi,0
Aarav Shah,Vikramm Trivedi,0
Aaarav Shaah,Aarav Shah,1
Aaarav Shaah,Sanjya Trivdi,0
Aaarav Shaah,Aarav Singh,0
Arjun Yadav,Arjunn Yadhav,1
Arjun Yadav,Saznjay Mhehta,0
Arjun Yadav,Arjunn Vermma,0
Arjunn Yadhav,Arjun Yadav,1
Arjunn Yadhav,Nehaa Choudhaary,0
Arjunn Yadhav,Aditya Verma,0
Yash Shah,Yasg Sgah,1
Yash Shah,Yahs Syhah,1
Yash Shah,Amit Mehtaa,0
Yash Shah,Manioh Mehtra,0
Yasg Sgah,Yash Shah,1
Yasg Sgah,Yahs Syhah,1
Yasg Sgah,Kavia Vverma,0
Yasg Sgah,Krishhna Chauhann,0
Yahs Syhah,Yash Shah,1
Yahs Syhah,Yasg Sgah,1
Yahs Syhah,Lakshhmi Kummar,0
Yahs Syhah,Kavia Ydaav,0
Gaurav Chauhan,Gaoorav Chaauhan,1
Gaurav Chauhan,Gaurav Mishra,0
Gaurav Chauhan,Vikramm Kummar,0
Gaoorav Chaauhan,Gaurav Chauhan,1
Gaoorav Chaauhan,Varun Shah,0
Gaoorav Chaauhan,Varn Jooshi,0
Gaurav Gupta,Raahul Agaarwal,0
Gaurav Gupta,Suresh Patel,0
Sanjay Choudhary,Sanjay Choudhhary,1
Sanjay Choudhary,Sannjay Choudhhary,1
Sanjay Choudhary,Saanjay Choudhaary,1
Sanjay Choudhary,Arun Sing,0
Sanjay Choudhary,Divya Vermma,0
Sanjay Choudhhary,Sanjay Choudhary,1
Sanjay Choudhhary,Sannjay Choudhhary,1
Sanjay Choudhhary,Saanjay Choudhaary,1
Sanjay Choudhhary,Rahul Yadav,0
Sanjay Choudhhary,Puja Chaauhan,0
Sannjay Choudhhary,Sanjay Choudhary,1
Sannjay Choudhhary,Sanjay Choudhhary,1
Sannjay Choudhhary,Saanjay Choudhaary,1
Sannjay Choudhhary,Krishne Joshzi,0
Sannjay Choudhhary,Puja Chaauhan,0
Saanjay Choudhaary,Sanjay Choudhary,1
Saanjay Choudhaary,Sanjay Choudhhary,1
Saanjay Choudhaary,Sannjay Choudhhary,1
Saanjay Choudhaary,Manish Kumar,0
Saanjay Choudhaary,Kaveeta Chooodhary,0
Aditya Mishra,Adeetya Misra,1
Aditya Mishra,Auitya Mishr,1
Aditya Mishra,Shrey Patyel,0
Aditya Mishra,Arjyn Trivedm,0
Adeetya Misra,Aditya Mishra,1
Adeetya Misra,Auitya Mishr,1
Adeetya Misra,Varun Yadav,0
Adeetya Misra,Aditya Verma,0
Auitya Mishr,Aditya Mishra,1
Auitya Mishr,Adeetya Misra,1
Auitya Mishr,Shreya Joshi,0
Auitya Mishr,Shreya Mehta,0
Aditya Mehta,Shreya Mehtha,0
Aditya Mehta,Gaurab Joshhi,0
Lakshmi Sharma,Lakshmu Sharmy,1
Lakshmi Sharma,Lakshmmi Sharma,1
Lakshmi Sharma,Deepaak Goopta,0
Lakshmi Sharma,Yashh Shah,0
Lakshmu Sharmy,Lakshmi Sharma,1
Lakshmu Sharmy,Lakshmmi Sharma,1
Lakshmu Sharmy,Yas Mishraa,0
Lakshmu Sharmy,Maanish Yaadav,0
Lakshmmi Sharma,Lakshmi Sharma,1
Lakshmmi Sharma,Lakshmu Sharmy,1
Lakshmmi Sharma,Krishna Gupta,0
Lakshmmi Sharma,Shreya Mishra,0
Shreya Chauhan,Shreya Chauhann,1
Shreya Chauhan,Krishna Trivedi,0
Shreya Chauhan,Varun Yadav,0
Shreya Chauhann,Shreya Chauhan,1
Shreya Chauhann,Amit Sharma,0
Shreya Chauhann,Arjun Mehta,0
Gaurav Shah,Gauraav Sah,1
Gaurav Shah,Vikramm Joshhi,0
Gaurav Shah,Kaavita Goopta,0
Gauraav Sah,Gaurav Shah,1
Gauraav Sah,Aaarav Aearwal,0
Gauraav Sah,Shreya Singh,0
Pooja Singh,Poojaa Seengh,1
Pooja Singh,Pyoja Singv,1
Pooja Singh,Pooja Singh,1
Pooja Singh,Varun Agarwal,0
Pooja Singh,Maneesh Chooodhary,0
Poojaa Seengh,Pooja Singh,1
Poojaa Seengh,Pyoja Singv,1
Poojaa Seengh,Pooja Singh,1
Poojaa Seengh,Krishna Chauhan,0
Poojaa Seengh,Ishhaan Mishra,0
Pyoja Singv,Pooja Singh,1
Pyoja Singv,Poojaa Seengh,1
Pyoja Singv,Pooja Singh,1
Pyoja Singv,Ysah Josi,0
Pyoja Singv,Malish Gpta,0
Pooja Singh,Pooja Singh,1
Pooja Singh,Poojaa Seengh,1
Pooja Singh,Pyoja Singv,1
Pooja Singh,Manish Kummar,0
Pooja Singh,Krishna Shah,0
Pooja Choudhary,Gaurav Joshi,0
Pooja Choudhary,Aditya Trivedi,0
Deepak Patel,Deeapk Ptel,1
Deepak Patel,Aarav Trivedi,0
Deepak Patel,Raahul Yadaw,0
Deeapk Ptel,Deepak Patel,1
Deeapk Ptel,Lakshmi Choudhary,0
Deeapk Ptel,Laxhmi Guptaa,0
Manish Gupta,Maneesh Goopta,1
Manish Gupta,Deepak Yadav,0
Manish Gupta,Ispaan Patxl,0
Maneesh Goopta,Manish Gupta,1
Maneesh Goopta,Deepak Agarval,0
Maneesh Goopta,Gurav Chauhoan,0
Manish Kumar,Maanish Kumaar,1
Manish Kumar,Maneesh Kumaar,1
Manish Kumar,Krishra Siggh,0
Manish Kumar,Ishaau Vermk,0
Maanish Kumaar,Manish Kumar,1
Maanish Kumaar,Maneesh Kumaar,1
Maanish Kumaar,Kaavita Josi,0
Maanish Kumaar,Sooresh Chooodhary,0
Maneesh Kumaar,Manish Kumar,1
Maneesh Kumaar,Maanish Kumaar,1
Maneesh Kumaar,Lakshmi Kumar,0
Maneesh Kumaar,Ishaan Patel,0
Varun Trivedi,Varu Trviedi,1
Varun Trivedi,Varun Tribedi,1
Varun Trivedi,Aditya Agarwal,0
Varun Trivedi,Amit Singh,0
Varu Trviedi,Varun Trivedi,1
Varu Trviedi,Varun Tribedi,1
Varu Trviedi,Krisna Silgh,0
Varu Trviedi,Neha Kumar,0
Varun Tribedi,Varun Trivedi,1
Varun Tribedi,Varu Trviedi,1
Varun Tribedi,Gaurav Joshi,0
Varun Tribedi,Pooja Trivedi,0
Aarav Chauhan,Aarva Cfhauhan,1
Aarav Chauhan,Amit Agaarwal,0
Aarav Chauhan,Neha Shah,0
Aarva Cfhauhan,Aarav Chauhan,1
Aarva Cfhauhan,Varun Sharma,0
Aarva Cfhauhan,Ishaan Goopta,0
Ravi Agarwal,Rabi Agarval,1
Ravi Agarwal,Raavi Agaarwal,1
Ravi Agarwal,Rawi Agaarwal,1
Ravi Agarwal,Ishaan Yadav,0
Ravi Agarwal,Gaurav Mehta,0
Rabi Agarval,Ravi Agarwal,1
Rabi Agarval,Raavi Agaarwal,1
Rabi Agarval,Rawi Agaarwal,1
Rabi Agarval,Deevya Chooodhary,0
Rabi Agarval,Ravi Trivedi,0
Raavi Agaarwal,Ravi Agarwal,1
Raavi Agaarwal,Rabi Agarval,1
Raavi Agaarwal,Rawi Agaarwal,1
Raavi Agaarwal,Varun Agarwal,0
Raavi Agaarwal,Divya Mehta,0
Rawi Agaarwal,Ravi Agarwal,1
Rawi Agaarwal,Rabi Agarval,1
Rawi Agaarwal,Raavi Agaarwal,1
Rawi Agaarwal,Rahool Paatel,0
Rawi Agaarwal,Deevya Paatel,0
Arjun Agarwal,Anaanya Shah,0
Arjun Agarwal,Amit Mishra,0
Ananya Chauhan,Anaanya Chaoohan,1
Ananya Chauhan,Ananyt Chaughan,1
Ananya Chauhan,Krishna Joshi,0
Ananya Chauhan,Niha Gutpa,0
Anaanya Chaoohan,Ananya Chauhan,1
Anaanya Chaoohan,Ananyt Chaughan,1
Anaanya Chaoohan,Neha Mishra,0
Anaanya Chaoohan,Gaura Pate,0
Ananyt Chaughan,Ananya Chauhan,1
Ananyt Chaughan,Anaanya Chaoohan,1
Ananyt Chaughan,Maanish Paatel,0
Ananyt Chaughan,Manish Joshi,0
Ananya Verma,Lakshmi Joshi,0
Ananya Verma,Yashh Yadab,0
Amit Verma,Ameet Vermaa,1
Amit Verma,Amit Vermaa,1
Amit Verma,Amig Vermn,1
Amit Verma,Amit Trivedi,0
Amit Verma,Sanjay Patel,0
Ameet Vermaa,Amit Verma,1
Ameet Vermaa,Amit Vermaa,1
Ameet Vermaa,Amig Vermn,1
Ameet Vermaa,Amit Chauhan,0
Ameet Vermaa,Saanjay Choudhaary,0
Amit Vermaa,Amit Verma,1
Amit Vermaa,Ameet Vermaa,1
Amit Vermaa,Amig Vermn,1
Amit Vermaa,Manish Kumar,0
Amit Vermaa,Kabita Shah,0
Amig Vermn,Amit Verma,1
Amig Vermn,Ameet Vermaa,1
Amig Vermn,Amit Vermaa,1
Amig Vermn,Yash Yadav,0
Amig Vermn,Ishaan Verma,0
Ananya Verma,Neha Kumar,0
Ananya Verma,Deevya Yadaw,0
Aditya Choudhary,Adityaa Chooodhary,1
Aditya Choudhary,Adeetya Choudhaary,1
Aditya Choudhary,Adeetya Chooodhary,1
Aditya Choudhary,Shreya Gupta,0
Aditya Choudhary,Vikram Singh,0
Adityaa Chooodhary,Aditya Choudhary,1
Adityaa Chooodhary,Adeetya Choudhaary,1
Adityaa Chooodhary,Adeetya Chooodhary,1
Adityaa Chooodhary,Suresh Mishra,0
Adityaa Chooodhary,Poojaa Seengh,0
Adeetya Choudhaary,Aditya Choudhary,1
Adeetya Choudhaary,Adityaa Chooodhary,1
Adeetya Choudhaary,Adeetya Chooodhary,1
Adeetya Choudhaary,Yashh Sharmma,0
Adeetya Choudhaary,Rabi Kummar,0
Adeetya Chooodhary,Aditya Choudhary,1
Adeetya Chooodhary,Adityaa Chooodhary,1
Adeetya Chooodhary,Adeetya Choudhaary,1
Adeetya Chooodhary,Vabrun Jeshi,0
Adeetya Chooodhary,Saanjay Chooodhary,0
Ishaan Singh,Ishaann Sinngh,1
Ishaan Singh,Ishaann Sinngh,1
Ishaan Singh,Ishaaan Seengh,1
Ishaan Singh,Vqarun Joshei,0
Ishaan Singh,Sanjay Patel,0
Ishaann Sinngh,Ishaan Singh,1
Ishaann Sinngh,Ishaann Sinngh,1
Ishaann Sinngh,Ishaaan Seengh,1
Ishaann Sinngh,Sanfay Sharxa,0
Ishaann Sinngh,Yas Koomar,0
Ishaann Sinngh,Ishaan Singh,1
Ishaann Sinngh,Ishaann Sinngh,1
Ishaann Sinngh,Ishaaan Seengh,1
Ishaann Sinngh,Posja Josi,0
Ishaann Sinngh,Ishaan Kumar,0
Ishaaan Seengh,Ishaan Singh,1
Ishaaan Seengh,Ishaann Sinngh,1
Ishaaan Seengh,Ishaann Sinngh,1
Ishaaan Seengh,Shreya Mishra,0
Ishaaan Seengh,Kavita Sharma,0
Amit Mehta,Aarav Gupta,1
Amit Mehta,Aarva Gutpa,1
Amit Mehta,Ameet Mehtaa,1
Amit Mehta,Gaurav Shah,0
Amit Mehta,Vaarun Kumaar,0
Ameet Mehtaa,Aarav Gupta,1
Ameet Mehtaa,Aarva Gutpa,1
Ameet Mehtaa,Amit Mehta,1
Ameet Mehtaa,Pooja Singh,0
Ameet Mehtaa,Arjunn Joshhi,0
Amit Trivedi,Ammit Chauhann,0
Amit Trivedi,Vikramm Guptha,0
Ananya Verma,Annanya Verma,1
Ananya Verma,Ishaan Verma,0
Ananya Verma,Deepak Shah,0
Annanya Verma,Ananya Verma,1
Annanya Verma,Amti Kmar,0
Annanya Verma,Kavitha Vermma,0
Sanjay Mehta,Sanjy Meht,1
Sanjay Mehta,Sanay Mheta,1
Sanjay Mehta,Neah Kuvmar,0
Sanjay Mehta,Ananya Chauhan,0
Sanjy Meht,Sanjay Mehta,1
Sanjy Meht,Sanay Mheta,1
Sanjy Meht,Rahul Mishra,0
Sanjy Meht,Manish Mishra,0
Sanay Mheta,Sanjay Mehta,1
Sanay Mheta,Sanjy Meht,1
Sanay Mheta,Divya Shah,0
Sanay Mheta,Ananya Sharma,0
Gaurav Singh,Gaurab Singh,1
Gaurav Singh,Gaurat Singy,1
Gaurav Singh,Gaaurav Seengh,1
Gaurav Singh,Pooja Gupta,0
Gaurav Singh,Manis Guptaa,0
Gaurab Singh,Gaurav Singh,1
Gaurab Singh,Gaurat Singy,1
Gaurab Singh,Gaaurav Seengh,1
Gaurab Singh,Varun Mishra,0
Gaurab Singh,Manish Kummar,0
Gaurat Singy,Gaurav Singh,1
Gaurat Singy,Gaurab Singh,1
Gaurat Singy,Gaaurav Seengh,1
Gaurat Singy,Rahul Patel,0
Gaurat Singy,Ravi Patel,0
Gaaurav Seengh,Gaurav Singh,1
Gaaurav Seengh,Gaurab Singh,1
Gaaurav Seengh,Gaurat Singy,1
Gaaurav Seengh,Krishnna Chauhann,0
Gaaurav Seengh,Manish Sharma,0
Divya Mishra,Divys Miehra,1
Divya Mishra,Divfa Mvshra,1
Divya Mishra,Amit Agarwal,0
Divya Mishra,Varun Yadav,0
Divys Miehra,Divya Mishra,1
Divys Miehra,Divfa Mvshra,1
Divys Miehra,Ajun Veyrma,0
Divys Miehra,Ishhaan Agarval,0
Divfa Mvshra,Divya Mishra,1
Divfa Mvshra,Divys Miehra,1
Divfa Mvshra,Pooja Choudhhary,0
Divfa Mvshra,Manish Patel,0
Varun Verma,Varoon Vermaa,1
Varun Verma,Varu Vermqa,1
Varun Verma,Varvn Veram,1
Varun Verma,Aditya Sharma,0
Varun Verma,Deeprak Veram,0
Varoon Vermaa,Varun Verma,1
Varoon Vermaa,Varu Vermqa,1
Varoon Vermaa,Varvn Veram,1
Varoon Vermaa,Shreya Chauhan,0
